Time_s,BCL_Envelope_Raw,BCC_Envelope_Raw
20.0495,1.68855887439245e-05,6.47681629669217e-05
20.05,1.70640827586584e-05,6.50655779525213e-05
20.0505,1.72399922866048e-05,6.53611851669423e-05
20.051,1.74133173828735e-05,6.56549703723783e-05
20.0515,1.7584058539171e-05,6.59469195906662e-05
20.052,1.77522166807861e-05,6.62370191010762e-05
20.0525,1.79177931634816e-05,6.65252554380472e-05
20.053,1.80807897702945e-05,6.68116153888718e-05
20.0535,1.82412087082481e-05,6.70960859913369e-05
20.054,1.83990526049754e-05,6.73786545313242e-05
20.0545,1.85543245052575e-05,6.76593085403751e-05
20.055,1.87070278674782e-05,6.79380357932256e-05
20.0555,1.88571665599965e-05,6.82148243053149e-05
20.056,1.90047448574386e-05,6.84896623302736e-05
20.0565,1.91497674369125e-05,6.87625383573962e-05
20.057,1.92922393741448e-05,6.90334411091025e-05
20.0575,1.94321661395431e-05,6.93023595383935e-05
20.058,1.95695535941854e-05,6.95692828263063e-05
20.0585,1.97044079857374e-05,6.98342003793736e-05
20.059,1.98367359443007e-05,7.00971018270921e-05
20.0595,1.99665444781921e-05,7.03579770194053e-05
20.06,2.00938409696577e-05,7.06168160242042e-05
20.0605,2.0218633170521e-05,7.08736091248514e-05
20.061,2.03409291977689e-05,7.11283468177329e-05
20.0615,2.04607375290762e-05,7.138101980984e-05
20.062,2.05780669982704e-05,7.16316190163868e-05
20.0625,2.0692926790739e-05,7.18801355584664e-05
20.063,2.080532643878e-05,7.21265607607487e-05
20.0635,2.09152758168985e-05,7.23708861492227e-05
20.064,2.10227851370505e-05,7.26131034489877e-05
20.0645,2.11278649438348e-05,7.28532045820943e-05
20.065,2.12305261096361e-05,7.30911816654387e-05
20.0655,2.13307798297196e-05,7.33270270087131e-05
20.066,2.14286376172792e-05,7.3560733112412e-05
20.0665,2.15241112984403e-05,7.37922926658995e-05
20.067,2.16172130072195e-05,7.40216985455357e-05
20.0675,2.17079551804422e-05,7.42489438128666e-05
20.068,2.17963505526198e-05,7.44740217128763e-05
20.0685,2.18824121507889e-05,7.4696925672304e-05
20.069,2.19661532893131e-05,7.49176492980266e-05
20.0695,2.20475875646501e-05,7.51361863755052e-05
20.07,2.2126728850086e-05,7.53525308672994e-05
20.0705,2.22035912904386e-05,7.55666769116457e-05
20.071,2.22781892967303e-05,7.57786188211027e-05
20.0715,2.23505375408352e-05,7.59883510812612e-05
20.072,2.24206509500992e-05,7.61958683495183e-05
20.0725,2.24885447019367e-05,7.64011654539164e-05
20.073,2.25542342184045e-05,7.66042373920438e-05
20.0735,2.26177351607561e-05,7.68050793299978e-05
20.074,2.26790634239756e-05,7.70036866014062e-05
20.0745,2.27382351312957e-05,7.72000547065088e-05
20.075,2.27952666286991e-05,7.73941793112943e-05
20.0755,2.28501744794066e-05,7.75860562466912e-05
20.076,2.29029754583526e-05,7.77756815078119e-05
20.0765,2.29536865466504e-05,7.79630512532457e-05
20.077,2.30023249260487e-05,7.8148161804399e-05
20.0775,2.30489079733801e-05,7.83310096448803e-05
20.078,2.30934532550057e-05,7.85115914199269e-05
20.0785,2.3135978521254e-05,7.86899039358712e-05
20.079,2.31765017008594e-05,7.8865944159643e-05
20.0795,2.32150408953988e-05,7.90397092183064e-05
20.08,2.32516143737304e-05,7.92111963986272e-05
20.0805,2.32862405664348e-05,7.93804031466702e-05
20.081,2.33189380602613e-05,7.9547327067421e-05
20.0815,2.33497255925795e-05,7.97119659244318e-05
20.082,2.33786220458392e-05,7.9874317639487e-05
20.0825,2.34056464420398e-05,8.00343802922851e-05
20.083,2.34308179372098e-05,8.0192152120135e-05
20.0835,2.3454155815899e-05,8.03476315176616e-05
20.084,2.34756794856845e-05,8.05008170365189e-05
20.0845,2.34954084716916e-05,8.06517073851075e-05
20.085,2.35133624111319e-05,8.08003014282924e-05
20.0855,2.35295610478597e-05,8.09465981871199e-05
20.086,2.35440242269484e-05,8.10905968385297e-05
20.0865,2.35567718892885e-05,8.12322967150616e-05
20.087,2.35678240662097e-05,8.13716973045534e-05
20.0875,2.35772008741269e-05,8.15087982498294e-05
20.088,2.3584922509214e-05,8.16435993483779e-05
20.0885,2.35910092421052e-05,8.17761005520151e-05
20.089,2.35954814126276e-05,8.19063019665362e-05
20.0895,2.35983594245636e-05,8.20342038513491e-05
20.09,2.35996637404481e-05,8.21598066190918e-05
20.0905,2.35994148763997e-05,8.22831108352292e-05
20.091,2.35976333969875e-05,8.24041172176293e-05
20.0915,2.35943399101366e-05,8.25228266361145e-05
20.092,2.35895550620718e-05,8.26392401119892e-05
20.0925,2.35832995323032e-05,8.27533588175389e-05
20.093,2.35755940286535e-05,8.2865184075502e-05
20.0935,2.35664592823289e-05,8.29747173585118e-05
20.094,2.35559160430371e-05,8.30819602885086e-05
20.0945,2.35439850741508e-05,8.31869146361214e-05
