Time_s,BCL_Filtered,BCC_Filtered
36.395,-2.50610935821803e-05,7.46592363641402e-06
36.3955,-2.07214252712373e-05,1.54908331863445e-06
36.396,-1.5029086679366e-05,-2.4443001351591e-06
36.3965,-8.58116924336051e-06,-5.99602021893884e-06
36.397,-2.05147527055879e-06,-1.06326486548834e-05
36.3975,4.34721319847384e-06,-1.61435559271026e-05
36.398,1.07247812981033e-05,-2.06610312163918e-05
36.3985,1.71869584435039e-05,-2.26979964858713e-05
36.399,2.36964536295508e-05,-2.28210058120502e-05
36.3995,2.99331358821506e-05,-2.29496040896329e-05
36.4,3.52671619682525e-05,-2.39700735437945e-05
36.4005,3.91070946347052e-05,-2.44677817645699e-05
36.401,4.12895376616742e-05,-2.23404108032191e-05
36.4015,4.20752177829213e-05,-1.760995652659e-05
36.402,4.1944035293067e-05,-1.29755867073612e-05
36.4025,4.1482809858889e-05,-1.12030249089844e-05
36.403,4.11131216739792e-05,-1.23782466340667e-05
36.4035,4.04697414126349e-05,-1.42377242009072e-05
36.404,3.81159332736389e-05,-1.50720508710622e-05
36.4045,3.24800690270626e-05,-1.58472538634429e-05
36.405,2.35731582033639e-05,-1.92142912774109e-05
36.4055,1.36814605315131e-05,-2.64498340344391e-05
36.406,5.84534081833133e-06,-3.56778101118323e-05
36.4065,1.23052169751453e-06,-4.34727244378095e-05
36.407,-2.02146413134085e-06,-4.80381666126886e-05
36.4075,-7.04897875614136e-06,-5.02261988783877e-05
36.408,-1.51760828573483e-05,-5.15147128518587e-05
36.4085,-2.46848478090402e-05,-5.18950102564082e-05
36.409,-3.27430948052382e-05,-5.02126752040598e-05
36.4095,-3.80933082783483e-05,-4.59375863968224e-05
36.41,-4.13714038337066e-05,-3.9788455522838e-05
36.4105,-4.32268641860684e-05,-3.26120464188401e-05
36.411,-4.31041266917587e-05,-2.43055095359308e-05
36.4115,-4.0086047886275e-05,-1.44290052371558e-05
36.412,-3.42871844624897e-05,-3.7009382062488e-06
36.4125,-2.69817602507941e-05,5.90445659900559e-06
36.413,-1.95371246662484e-05,1.27823892347275e-05
36.4135,-1.24757326278777e-05,1.68690855070241e-05
36.414,-5.61420411891237e-06,1.91130090535795e-05
36.4145,1.01934515568716e-06,2.04094427187926e-05
36.415,6.70570707418586e-06,2.120679874401e-05
36.4155,1.06637955581448e-05,2.16499613578166e-05
36.416,1.29282739501796e-05,2.18113321220917e-05
36.4165,1.42776889554376e-05,2.18170130091484e-05
36.417,1.54241388058386e-05,2.1707397498535e-05
36.4175,1.65663236679476e-05,2.11782913486147e-05
36.418,1.75809523428341e-05,1.97464593932724e-05
36.4185,1.82676345202843e-05,1.73976096017317e-05
36.419,1.8367472538157e-05,1.48236507969868e-05
36.4195,1.76345896272551e-05,1.26875350553439e-05
36.42,1.61018503722611e-05,1.08947225485891e-05
36.4205,1.41165227290103e-05,9.02723577156449e-06
36.421,1.1850730776911e-05,7.22181363097696e-06
36.4215,9.00623436361678e-06,5.97221367924325e-06
36.422,5.43099736486243e-06,5.29224237050637e-06
36.4225,1.77831124082626e-06,5.08918385902212e-06
36.423,-1.03215535566469e-06,6.48956659713565e-06
36.4235,-2.96552618497732e-06,1.13896829991295e-05
36.424,-5.07695285578346e-06,1.96689000136501e-05
36.4245,-8.53758606430786e-06,2.79317790923839e-05
36.425,-1.36056724000245e-05,3.25620070543072e-05
36.4255,-1.94217549213334e-05,3.35226880466168e-05
36.426,-2.45782502492458e-05,3.37038903790733e-05
36.4265,-2.79871365136077e-05,3.48817158014531e-05
36.427,-2.94973107782337e-05,3.58556433563859e-05
36.4275,-2.9683129995322e-05,3.46804109947612e-05
36.428,-2.8879081912494e-05,3.14222481560387e-05
36.4285,-2.66492950339302e-05,2.806325972226e-05
36.429,-2.24900218760527e-05,2.63468182864304e-05
36.4295,-1.66924023261084e-05,2.6398769226929e-05
36.43,-1.00905395602708e-05,2.71322485629678e-05
36.4305,-3.38725154129807e-06,2.72158776133606e-05
36.431,2.80027405160459e-06,2.56622095569351e-05
36.4315,7.80737208927802e-06,2.23546713519528e-05
36.432,1.15439077868562e-05,1.84643533723153e-05
36.4325,1.48630280696945e-05,1.58210529249724e-05
36.433,1.86025470115367e-05,1.53155759294088e-05
36.4335,2.2356086316793e-05,1.5985083045202e-05
36.434,2.46164947414879e-05,1.58645228036962e-05
36.4345,2.4138236670281e-05,1.38220330045798e-05
36.435,2.10931736207158e-05,1.0776212834201e-05
36.4355,1.70924789894037e-05,9.1938835555654e-06
36.436,1.41302726030109e-05,1.10154564253052e-05
36.4365,1.31943464108722e-05,1.56264341200367e-05
36.437,1.36242242388697e-05,1.98161738916032e-05
36.4375,1.38495730902262e-05,2.00181377655232e-05
36.438,1.29597425002703e-05,1.48950381479299e-05
36.4385,1.16699356054743e-05,5.80200300484332e-06
36.439,1.16143159453656e-05,-5.29018159988966e-06
36.4395,1.34591777657951e-05,-1.80032787963887e-05
36.44,1.57992452374196e-05,-3.32590405839189e-05
36.4405,1.63159341175332e-05,-5.09904286532687e-05
36.441,1.40841363566377e-05,-6.89781922318597e-05
36.4415,1.02356509786509e-05,-8.44667978937145e-05
36.442,6.18034309800653e-06,-9.65955092857747e-05
36.4425,1.87428917747532e-06,-0.000106640650306792
36.443,-3.58400166668705e-06,-0.000115809136710958
36.4435,-1.01054652982829e-05,-0.000123305290738685
36.444,-1.61074316791111e-05,-0.000126956297610716
36.4445,-1.98789679808372e-05,-0.000125548381837004
36.445,-2.10303672278781e-05,-0.000120200889529515
36.4455,-2.0472401204322e-05,-0.000113545187881585
36.446,-1.92165150337614e-05,-0.000107853696436105
36.4465,-1.74952786764654e-05,-0.000103718922591959
36.447,-1.51397438701907e-05,-9.96916949106413e-05
36.4475,-1.24507818436305e-05,-9.25911569715124e-05
36.448,-1.01315517456863e-05,-7.86195760986084e-05
36.4485,-8.37812505478215e-06,-5.54727829750889e-05
36.449,-6.64669901074161e-06,-2.44234796085081e-05
36.4495,-4.49207838773539e-06,9.61440155086607e-06
36.45,-2.15053610914574e-06,4.08011470881812e-05
36.4505,-1.17410674983968e-07,6.59125832859864e-05
36.451,1.43776742788932e-06,8.56175012859848e-05
36.4515,2.60371502365449e-06,0.000102508367656242
36.452,3.38107712284868e-06,0.000118050695155537
36.4525,3.73022930429669e-06,0.000131270656236615
36.453,3.80762070460499e-06,0.000139821005515751
36.4535,3.76411343872717e-06,0.000141941780227693
36.454,3.34652016747216e-06,0.000137678214674416
36.4545,2.13834153527679e-06,0.00012875936468808
36.455,3.1321884037435e-07,0.000117540425514483
36.4555,-1.2144920190305e-06,0.0001058943507503
36.456,-1.62797396003398e-06,9.46754026695417e-05
36.4565,-1.0918633620893e-06,8.37496049191831e-05
36.457,-7.59541905489669e-07,7.24151809265196e-05
36.4575,-1.97491431719056e-06,6.01811047539354e-05
36.458,-5.23174401345972e-06,4.75548624969677e-05
36.4585,-9.5061666950009e-06,3.59690862538462e-05
36.459,-1.27069910868981e-05,2.64541682548247e-05
36.4595,-1.33269289742617e-05,1.82984460469412e-05
36.46,-1.18280611712268e-05,9.65071860843725e-06
36.4605,-1.01168763351888e-05,-7.36087362122977e-08
36.461,-9.55850513480664e-06,-8.90259069501951e-06
36.4615,-9.68128214869335e-06,-1.43201811264839e-05
36.462,-8.90634062973714e-06,-1.66598482475691e-05
36.4625,-6.4525750674368e-06,-1.96087253533476e-05
36.463,-3.22277692185939e-06,-2.65205574755654e-05
36.4635,-5.07063910826955e-07,-3.65359535752221e-05
36.464,1.78023868340337e-06,-4.5282398235998e-05
36.4645,4.72193092265217e-06,-4.93529281608651e-05
36.465,8.48245666074596e-06,-4.91192423182558e-05
36.4655,1.19817081849691e-05,-4.72075578343219e-05
36.466,1.46641640368512e-05,-4.56120554181109e-05
36.4665,1.74696545322346e-05,-4.48143653131557e-05
36.467,2.15525053233412e-05,-4.44615717185597e-05
36.4675,2.66977573056858e-05,-4.37625854229594e-05
36.468,3.14519214244395e-05,-4.17204099873388e-05
36.4685,3.45511311610308e-05,-3.82293600265767e-05
36.469,3.58712798557349e-05,-3.52273945499101e-05
36.4695,3.59227365186965e-05,-3.5697556955199e-05
36.47,3.4712456059363e-05,-4.05035068995363e-05
36.4705,3.15014948350117e-05,-4.65809721121806e-05
36.471,2.56628011896098e-05,-4.93390820462409e-05
36.4715,1.74625363779497e-05,-4.70209205420616e-05
36.472,8.06322050262159e-06,-4.20043850431981e-05
36.4725,-8.7427635658793e-07,-3.76979352031483e-05
36.473,-7.73769775403143e-06,-3.50618851057517e-05
